full_address,latitude,longitude,total_leasedSF,company_list,sector_list,lease_count
"230 Fifth Ave, New York, NY, 10001",40.9144396,-73.8080071,72009,Sun-Yin Usa; Devgiri Exports; Creative Home Ideas; 1888 Mills; Surya Carpet; Worth Imports,"Retail; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",6
"230 Park Ave S, New York, NY, 10003",40.737711,-73.9886942,363158,Papaya Global; Discovery,"Technology, Advertising, Media, And Information",2
"230 Park Ave, New York, NY, 10169",40.7543934,-73.9761028,568704,Elvinger Sarl Pllc; Hunt Real Estate Capital; Onyx Renewable Partners; Spaces; Intl Fcstone; NA; The Bliss Group; NA; NA; NA; NA; NA; Desmarais; NA; NA; NA; NA; NA; NA; NA; Tempus Labs; NA; NA; ATLAS SP; NA; Dome Equities; Haven Capital; Helmsley Charitable Trust; Teitler & Teitler; Weinberger Singer; Peridot Financing Solutions; NA; Havas Group; NA; NA; NA; Scott + Scott; Relx Inc (Reed Elsevier),"Legal Services; Real Estate (Except Coworking Providers); Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Coworking And Executive Suite Companies; Financial Services And Insurance; NA; Technology, Advertising, Media, And Information; Tbd; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",38
"230 W 38th St, New York, NY, 10018",40.7537897,-73.9900299,63875,Anna Sui; NA; NA; NA; NA; NA; Junior Achievement Of New York; Notations,NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals),8
"230 W 39th St, New York, NY, 10018",40.7544496,-73.9896796,27700,NA; NA; NA; NA; NA; NA; NA; NA,NA,8
"230 W 41st St, New York, NY, 10036",40.7558327,-73.9887898,8589,NA; Skanska,"NA; Construction, Engineering And Architecture",2
"231-239 W 29th St, New York, NY, 10001",40.7509231,-74.0001557,35332,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,19
"231-249 W 39th St, New York, NY, 10018",40.7582644,-73.998129,66510,NA; NA; NA; NA; NA; Quinn Apparel; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Ld International; NA,NA,25
"232 Madison Ave, New York, NY, 10016",40.7500735,-73.9819477,76492,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA; Tbd,18
"233 Broadway, New York, NY, 10279",40.7124499,-74.0079539,294622,"NA; One Clipboard; NA; NA; NA; NA; NA; Callison; Peter Hanschke Esq; Ginarte, O'dwyer, Gonzalez, Gallardo & Winograd; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Blueprint Nyc; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; City Of New York; NA; Hawthorne Country Day School; NA; NA; NA; NA","NA; Technology, Advertising, Media, And Information; Tbd; Construction, Engineering And Architecture; Legal Services; Government; Education",49
"233 Park Ave S, New York, NY, 10003",40.737584,-73.988142,26686,NA; NA,NA,2
"234 Fifth Ave, New York, NY, 10001",40.9144777,-73.8079894,500,Argus Management,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",1
"234 W 39th St, New York, NY, 10018",40.7546433,-73.9898003,33978,NA; NA; NA; NA,NA; Unclassifiable,4
"235 Park Ave S, New York, NY, 10003",40.7377576,-73.9878579,23100,Emc Presents; Branded Strategic Hospitality; Ps Business Management,"Personal Services And Recreation; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",3
"236 Fifth Ave, New York, NY, 10001",40.9144967,-73.8079806,30000,Ventures Management; Gear Patrol; NA; NA,"Financial Services And Insurance; Technology, Advertising, Media, And Information; NA",4
"236 W 27th St, New York, NY, 10001",40.7471941,-73.9957697,13598,NA; NA; NA; NA; NA,NA,5
"236 W 30th St, New York, NY, 10001",40.7490571,-73.994194,24000,NA; NA; NA; NA; NA; NA,NA,6
"237 Park Ave, New York, NY, 10017",40.7541571,-73.9753267,408169,NA; NA; JP Morgan; Pagaya Technologies; Pendulum Capital Management; Rxr Realty; NA,NA; Financial Services And Insurance,7
"237 W 35th St, New York, NY, 10001",40.752472,-73.9915895,46522,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,20
"237 W 37th St, New York, NY, 10018",40.7537526,-73.9906761,31876,NA; NA; NA; NA; Ermani Group; NA; NA; NA; NA; NA; Elliott Bermin Textiles,"NA; Retail; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",11
"24 W 40th St, New York, NY, 10018",40.7525798,-73.9832498,33314,NA; Vault Insurance; NA; NA; Hannon Armstrong Capital; Aurora Capital; NA,NA; Financial Services And Insurance,7
"24-26 W 57th St, New York, NY, 10019",40.7675873,-73.9849409,12369,NA; NA; NA; NA; NA,NA,5
"24-28 W 25th St, New York, NY, 10010",40.742854,-73.9887149,49710,Scienceio; Themis Technology; Art Agency Partners Holdings; NA; NA; NA; Reciprocal Ventures; NA,"Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Financial Services And Insurance; Unclassifiable",8
"24-32 Union Sq E, New York, NY, 10003",40.7358641,-73.989599,78988,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Learning Center; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA; Education,42
"240 Madison Ave, New York, NY, 10016",40.7499428,-73.9815403,24120,Vertex Global Solutions; NA; NA; Wedding Atelier,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA",4
"240 W 35th St, New York, NY, 10001",40.7521443,-73.9918442,167713,Cafe Metro; NA; NA; Diptyque; Intercontinental Capital Group; Hinman Consulting Engineers; NA; NA; NA; NA; NA; NA; NA; Anyword; Thom Browne; NA; NA; Knotel; NA; Hot In Here; NA; Keywee; Thom Browne,"NA; Retail; Financial Services And Insurance; Construction, Engineering And Architecture; Technology, Advertising, Media, And Information; Coworking And Executive Suite Companies; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",23
"240 W 37th St, New York, NY, 10018",40.7534245,-73.9910433,71663,Tapco; Rukus Marketing; Iworld; Atheneum Partners; United Debt Settlement; NA; NA; FSA; NA,"NA; Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",9
"240 W 40th St, New York, NY, 10018",40.7551968,-73.9895783,140741,NA; NA; NA; NA; Xomox Jewelry; NA; NA; NA; NA; NA; NA; NA; NA; NA,Tbd; NA; Retail; Unclassifiable,14
"241 W 37th St, New York, NY, 10018",40.753836,-73.9908739,26952,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,22
"242 W 30th St, New York, NY, 10001",40.7491698,-73.9944022,25090,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,14
"242 W 38th St, New York, NY, 10018",40.7538984,-73.9902878,26617,NA; NA; NA; NA; NA; NA; NA; NA,NA,8
"242-252 W 36th St, New York, NY, 10018",40.7518667,-73.9886803,74308,Thrive Networks; NA; Housing Partnership Development; NA; NA; NA; NA; NA; NA; NA; NA; NA; Town House Specialty Cleaning,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",13
"243 Canal St, New York, NY, 10013",40.7184284,-74.0000016,9900,NA; NA,NA,2
"243 W 30th St, New York, NY, 10001",40.7493165,-73.9939331,26650,NA; NA; NA; NA; NA; NA; NA; Movement Study; NA,NA,9
"244-250 W 54th St, New York, NY, 10019",40.7656543,-73.9863111,75200,NA; NA; NA; NA; NA; NA; NA; Maison De La Region Occitanie; NA; NA; NA; NA; NA; NA; American Musical & Dramatic Academy; NA,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",16
"244-260 Eleventh Ave, New York, NY, 10001",42.7355236,-73.711277,174686,NA; City Of New York,NA; Government,2
"245 Fifth Ave, New York, NY, 10016",40.9146279,-73.8081501,136423,Enigma Technologies; NA; NA; Imaginary Ventures; NA; NA; Teremana Tequila; Payfone; Valley Bank; NA; NA; NA; Valley National Bank; NA; NA; NA,"Technology, Advertising, Media, And Information; NA; Retail; Financial Services And Insurance",16
"245 Park Ave, New York, NY, 10167",40.7546124,-73.9746719,1402940,Ares Capital; Ares Management; Houlihan Lokey; Norinchukin Bank; Verition Fund Management; Houlihan Lokey; Pkf O'connor Davies; Angelo Gordon & Co; Eqt Partners; Tradeweb Markets; Midocean Partners; The Rockefeller Foundation; Ares Management; Ares Management; Ares Management; Angelo Gordon; Houlihan Lokey; NA; NA; Stonepeak Partners; Verition Fund Management,"Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); NA",21
"245 W 17th St, New York, NY, 10011",40.7414433,-73.9996397,35384,Moneylion,Financial Services And Insurance,1
"245-247 W 29th St, New York, NY, 10001",40.7509231,-74.0001557,18271,NA; NA; NA; NA; NA,NA,5
"246 Fifth Ave, New York, NY, 10001",40.9145919,-73.8079363,7000,NA,Unclassifiable,1
"247 W 30th St, New York, NY, 10001",40.7493744,-73.9940709,38350,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,15
"247 W 35th St, New York, NY, 10001",40.7525876,-73.991743,31800,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,13
"247 W 37th St, New York, NY, 10018",40.7539855,-73.9912286,67780,NA; Uchiha; NA; NA; The Journey Church; NA; Extron Electronics; NA; Greentex America; NA; Trimworld; NA; NA; NA; NA,"NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Retail; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",15
"247 W 38th St, New York, NY, 10018",40.7544366,-73.9903839,22803,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Weiss Realty; NA; NA,NA,16
"248 W 35th St, New York, NY, 10001",40.7522602,-73.9921219,35011,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Oz Fabrics,"NA; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",14
"249 W 17th St, New York, NY, 10011",40.7413328,-74.0000779,238792,Moneylion; Twitter,"Financial Services And Insurance; Technology, Advertising, Media, And Information",2
"25 Broadway, New York, NY, 10004",40.7058514,-74.0135143,278633,NA; Sheltering Arms Children And Family Services; NA; Industrious; Professional Staff Congress/Cuny Labor Union; American Transit Insurance; Relay Graduate School; NA; City University Of New York (Cuny); Us Census Bureau,NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Coworking And Executive Suite Companies; Financial Services And Insurance; Education; Government,10
"25 Park Pl, New York, NY, 10007",40.7133832,-74.0087468,11400,NA; NA,NA,2
"25 Park Row, New York, NY, 10038",40.7111645,-74.0074517,19789,Biograph,Healthcare,1
"25 W 31st St, New York, NY, 10001",40.7473014,-73.9872646,14000,NA; NA; NA,NA,3
"25 W 36th St, New York, NY, 10018",40.7505038,-73.9849471,19716,NA; NA; NA; NA; NA,NA,5
"25 W 39th St, New York, NY, 10018",40.7524746,-73.9838561,152066,The Wing; Cognitiv.ai; NA; Rubiconmd; NA; NA; Phase One Network; Citizenm; Tin Drum; The Squash Center; PVE; NA,"Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information; NA; Healthcare; Real Estate (Except Coworking Providers); Retail; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Unclassifiable",12
"25 W 45th St, New York, NY, 10036",40.75615,-73.9806911,78005,NA; Wework; American Association Of Advertising Agencies; NA; NA; NA; NA; Worthy,NA; Coworking And Executive Suite Companies; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Retail,8
"25 Water St, New York, NY, 10004",40.7027153,-74.0107265,500,NA,NA,1
"250 Broadway, New York, NY, 10007",40.7130067,-74.0078185,177426,Pollack Pollack Isaac; New York City Council; NA,Legal Services; Government; NA,3
"250 Hudson St, New York, NY, 10013",40.7248474,-74.007329,355343,NA; NA; Mekanism; NA; NA; Evolution Iq; Writers Guild Of America East; Knotel; NA; Tmrw Life Sciences; Edelman,"NA; Technology, Advertising, Media, And Information; Financial Services And Insurance; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Coworking And Executive Suite Companies; Healthcare; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",11
"250 Park Ave S, New York, NY, 10003",40.7382829,-73.9880343,81355,GPDDC; Digital Currency Group; Spanx; Digital Currency Group; NA; Verkada; NA,"Healthcare; Financial Services And Insurance; Retail; NA; Technology, Advertising, Media, And Information",7
"250 Park Ave, New York, NY, 10177",40.7551097,-73.9759422,273063,Pernod Ricard; Regions Business Capital; Verus Commercial Real Estate Finance; Banyan Street Capital; Japan National Tourism; NA; NA; NA; NA; NA; IWG; Complete Discovery Source; Jockey Club Thoroughbred; Arthur J. Gallagher &; NA; NA; Insight Global; NA; NA,"Retail; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information; Personal Services And Recreation",19
"250 Vesey St, New York, NY, 10080",40.7140007,-74.0158798,811189,Scotiabank; Jane Street Capital; Confidential (Walden Macht & Haran); Scotiabank; Jane Street Capital; Ny County District Attorney’s Office; Driot; Jane Street Group; New York Magazine; Jane Street Capital; Scotiabank,"Financial Services And Insurance; Legal Services; Government; Technology, Advertising, Media, And Information",11
"250 W 39th St, New York, NY, 10018",40.7547201,-73.9903241,77168,NA; NA; NA; Sp Plus; Longevity Brands; Longevity Brands; Longevity Brands; NA; NA; Grey Matter; NA; NA; NA; NA; NA,NA; Transportation; Retail,15
"250 W 55th St, New York, NY, 10019",40.7648693,-73.9834888,244922,NA; NA; NA; Oc&C Strategy Consultants; NA; Bevmax Office Centers; NA; NA; NA; NA; NA; NA; Lifesci Advisors; Ls Power Group; NA; Growthcurve Capital; NA; NA; Aperture Investors; NA; NA; NA; NA; NA; Glazer Capital; Lion Point Capital; Mccarter English,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Coworking And Executive Suite Companies; Financial Services And Insurance; Energy & Utilities; Legal Services",27
"250 W 57th St, New York, NY, 10107",40.766274,-73.9822127,197120,RZO; Concord; NA; Fixer Advisory Group; Hanover Street Capital; NA; Thebigword Group; Constellation Brands; Sesac; NA; Constellation Advisers; King David Barber Shop; NA; NA,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information; NA; Financial Services And Insurance; Retail; Personal Services And Recreation; Tbd",14
"251 Park Ave S, New York, NY, 10010",40.7383539,-73.9874245,53650,NA; NA; NA; NA; Millerknoll; NA,NA; Retail,6
"251 W 30th St, New York, NY, 10001",40.749457,-73.9942666,84049,Live Primary; NA; NA; NA; Veyl Ventures; NA; NA; NA; NA; NA; Jupiter Intel; NA; NA; NA,"Coworking And Executive Suite Companies; NA; Healthcare; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",14
"251 W 39th St, New York, NY, 10018",40.755092,-73.9900567,31089,Gotham Podcast Studio; NA; NA; Lewis Miller Design; NA,"Technology, Advertising, Media, And Information; NA; Retail",5
"252 W 38th St, New York, NY, 10018",40.7540557,-73.9906614,48644,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,50
"252-254 W 29th St, New York, NY, 10001",40.7509231,-74.0001557,35450,NA; Ionis; NA; NA; Atlas Foundation For; NA,NA; Education,6
"252-258 W 37th St, New York, NY, 10018",40.7567903,-73.9984582,35600,NA; NA; NA; NA; NA; NA; NA,NA,7
"253 W 35th St, New York, NY, 10001",40.7526338,-73.9921245,52976,NA; NA; QSAC; NA; Housing Partnership Development; Judlau Contracting; NA,NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Coworking And Executive Suite Companies,7
"254 W 31st St, New York, NY, 10001",40.7498584,-73.9944422,34883,NA; NA; NA; NA; NA; NA; NA; Place Exchange; NA,NA,9
"254-260 Canal St, New York, NY, 10013",40.7174071,-73.9991046,6805,NA; NA; NA,NA,3
"255 Greenwich St, New York, NY, 10007",40.7145279,-74.0112651,364383,"Borough Of Manhattan Community College; NA; New York, City - Department Of Citywide Administrative Services; Wework",Education; NA; Government; Coworking And Executive Suite Companies,4
"255 W 36th St, New York, NY, 10018",40.7532739,-73.9914684,69626,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,28
"256-258 W 36th St, New York, NY, 10018",40.7518667,-73.9886803,30350,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,10
"257 Park Ave S, New York, NY, 10010",40.7386823,-73.9871934,221051,NA; Komodo Health; NA; Bulletproof; NA; Beachwold Residential; Paul Smith; Pei Architects; The Phipps Houses Group; Environmental Defense Fund; NA; Bombora; AIS; Environmental Defense Fund (Edf),"NA; Technology, Advertising, Media, And Information; Real Estate (Except Coworking Providers); Retail; Construction, Engineering And Architecture; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",14
"257-261 W 38th St, New York, NY, 10018",40.7580249,-73.9995163,1100,NA,NA,1
